"product_name","ingredient","classes","dose","price_krw","price_as_of","source_note"
"글리밀엠정2/500mg","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","167","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리밀정","Glimepiride","SU","2mg","185","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리베타엠정","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","167","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리베타정2밀리그람","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리베타정4밀리그램","Glimepiride","SU","4mg","241","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리스타엠정","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","167","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리시타메트엑스알서방정100/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/0.1g","572","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리시타메트엑스알서방정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","420","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리시타메트엑스알서방정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","381","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리시타메트정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리시타메트정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리시타메트정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리시타정100밀리그램","Sitagliptin","DPP4","0.1g","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리시타정25밀리그램","Sitagliptin","DPP4","25mg","200","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리시타정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리앙듀오정12.5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/1g","429","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리앙듀오정5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/1g","284","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리앙듀오정5/500밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/0.5g","278","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리앙정10밀리그램","Empagliflozin","SGLT2_EM","10mg","347","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리앙정25밀리그램","Empagliflozin","SGLT2_EM","25mg","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리액트정","Pioglitazone","TZD","15mg","647","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","167","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리원정 4밀리그램","Glimepiride","SU","4mg","273","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리원정2밀리그램","Glimepiride","SU","2mg","175","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리젠타듀오서방정2.5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/1g","387","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리젠타듀오서방정5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","5mg/1g","521","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리젠타정5밀리그램","Linagliptin","DPP4","5mg","341","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리큐정","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리킴정","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리타정","Pioglitazone","TZD","15mg","551","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리타존정","Pioglitazone","TZD","15mg","648","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리텍정2밀리그람","Glimepiride","SU","2mg","185","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리파엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","197","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리파정","Glimepiride","SU","2mg","185","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리팜엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","197","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리팜정","Glimepiride","SU","2mg","148","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리팜정4밀리그램","Glimepiride","SU","4mg","227","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리포르민정1/250밀리그램","Glimepiride + Metformin HCl","SU+MET","1mg/0.25g","131","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리포르민정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","197","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리포엠정","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","167","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리프릴정","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리프릴정4mg","Glimepiride","SU","4mg","241","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리플로정10밀리그램","Dapagliflozin","SGLT2_DA","10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리피드정2mg","Glimepiride","SU","2mg","179","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리피딘정2mg","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리피론엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","167","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리피론정2밀리그램","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리피론정4밀리그램","Glimepiride","SU","4mg","284","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리피린정","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리피온정","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리필엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","197","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글리필정2밀리그람","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"글피드정","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"나누당시가정10/100밀리그램","Dapagliflozin + Sitagliptin","SGLT2_DA+DPP4","10mg/0.1g","846","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"나누메트정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"나누메트정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"나누메트정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"나누비아정100밀리그램","Sitagliptin","DPP4","0.1g","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"나누비아정25밀리그램","Sitagliptin","DPP4","25mg","200","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"나누비아정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"나리젠타듀오서방정 2.5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/1g","387","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"나리젠타듀오서방정 5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","5mg/1g","521","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"나리젠타정5밀리그램","Linagliptin","DPP4","5mg","341","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네시나메트서방정12.5/1000밀리그램","Alogliptin + Metformin HCl","DPP4+MET","12.5mg/1g","503","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네시나메트서방정12.5/500밀리그램","Alogliptin + Metformin HCl","DPP4+MET","12.5mg/0.5g","503","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네시나메트서방정25/1000밀리그램","Alogliptin + Metformin HCl","DPP4+MET","25mg/1g","758","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네시나메트정12.5/1000밀리그램","Alogliptin + Metformin HCl","DPP4+MET","12.5mg/1g","515","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네시나메트정12.5/500밀리그램","Alogliptin + Metformin HCl","DPP4+MET","12.5mg/0.5g","503","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네시나메트정12.5/850밀리그램","Alogliptin + Metformin HCl","DPP4+MET","12.5mg/0.85g","503","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네시나액트정25/15밀리그램","Alogliptin + Pioglitazone","DPP4+TZD","25mg/15mg","1064","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네시나액트정25/30밀리그램","Alogliptin + Pioglitazone","DPP4+TZD","25mg/30mg","1356","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네시나정12.5밀리그램","Alogliptin","DPP4","12.5mg","503","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네시나정25밀리그램","Alogliptin","DPP4","25mg","758","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네오다파정10밀리그램","Dapagliflozin","SGLT2_DA","10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네오다파정5밀리그램","Dapagliflozin","SGLT2_DA","5mg","262","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네오마릴엠정1/250밀리그램","Glimepiride + Metformin HCl","SU+MET","1mg/0.25g","132","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네오마릴엠정1/500밀리그램","Glimepiride + Metformin HCl","SU+MET","1mg/0.5g","168","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"네오마릴엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","197","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
